EmployeeId,DateWorked,JobCode,CostCode,PayType,HoursWorked,WorkOrder,Department,Notes
204,2025-07-29,JOB144,0417,DT,6,WO113,Maintenance,Emergency call
203,2025-07-11,JOB573,0420,DT,4,WO616,Logistics,Night shift
641,2025-06-08,JOB354,0408,OT,4,WO347,Safety,Regular schedule
166,2025-08-04,JOB998,0486,REG,12,WO448,FieldOps,Overtime
390,2025-07-18,JOB922,0491,OT,12,WO494,Safety,Emergency call
844,2025-05-25,JOB527,0446,REG,12,WO377,Logistics,Emergency call
450,2025-06-28,JOB284,0486,OT,12,WO732,Safety,Overtime
211,2025-07-12,JOB357,0491,OT,12,WO413,FieldOps,Emergency call
186,2025-06-25,JOB463,0436,DT,4,WO577,Safety,Overtime
933,2025-07-27,JOB210,0441,REG,12,WO268,Maintenance,Night shift
312,2025-06-05,JOB788,0465,OT,10,WO472,Safety,Overtime
766,2025-07-04,JOB188,0447,DT,12,WO599,Logistics,Night shift
233,2025-08-13,JOB622,0476,REG,12,WO925,FieldOps,Weekend work
712,2025-08-01,JOB956,0474,REG,4,WO281,Maintenance,Regular schedule
556,2025-07-29,JOB573,0476,OT,12,WO751,Safety,Overtime
466,2025-05-23,JOB325,0438,DT,12,WO160,Safety,Regular schedule
151,2025-06-21,JOB720,0437,OT,12,WO320,Safety,Emergency call
504,2025-08-07,JOB126,0462,DT,8,WO228,Logistics,Day shift
255,2025-06-08,JOB599,0497,OT,8,WO651,Maintenance,Emergency call
705,2025-06-08,JOB564,0427,REG,4,WO684,Maintenance,Night shift
956,2025-06-17,JOB581,0490,DT,6,WO562,Safety,Overtime
242,2025-07-24,JOB416,0469,OT,8,WO208,FieldOps,Emergency call
771,2025-06-10,JOB961,0474,DT,10,WO803,Safety,Emergency call
552,2025-06-09,JOB414,0486,DT,8,WO783,Safety,Day shift
141,2025-07-28,JOB998,0495,REG,4,WO131,Maintenance,Regular schedule
701,2025-08-15,JOB773,0437,OT,10,WO407,Maintenance,Night shift
421,2025-08-16,JOB653,0488,DT,8,WO416,Maintenance,Night shift
301,2025-07-24,JOB749,0464,DT,10,WO677,FieldOps,Emergency call
493,2025-06-23,JOB271,0480,REG,12,WO922,FieldOps,Emergency call
219,2025-06-01,JOB850,0460,DT,10,WO675,FieldOps,Night shift
912,2025-08-04,JOB919,0419,REG,4,WO814,FieldOps,Emergency call
394,2025-06-20,JOB943,0409,OT,6,WO259,Safety,Day shift
170,2025-06-11,JOB506,0453,OT,8,WO986,FieldOps,Weekend work
512,2025-07-31,JOB328,0412,OT,12,WO762,FieldOps,Night shift
398,2025-06-05,JOB677,0446,DT,8,WO739,Logistics,Emergency call
429,2025-06-04,JOB649,0458,REG,6,WO942,FieldOps,Regular schedule
672,2025-07-19,JOB610,0487,REG,8,WO304,Safety,Weekend work
873,2025-08-20,JOB493,0435,DT,12,WO654,FieldOps,Weekend work
843,2025-06-10,JOB504,0450,OT,4,WO374,FieldOps,Day shift
243,2025-08-05,JOB313,0423,REG,10,WO120,Logistics,Emergency call
271,2025-08-05,JOB708,0464,REG,8,WO790,Safety,Emergency call
905,2025-06-06,JOB436,0486,DT,10,WO929,FieldOps,Regular schedule
365,2025-08-01,JOB251,0476,DT,6,WO228,Safety,Weekend work
597,2025-08-10,JOB700,0462,DT,6,WO804,Logistics,Day shift
271,2025-07-12,JOB944,0464,REG,8,WO569,Maintenance,Day shift
538,2025-07-17,JOB926,0407,REG,8,WO522,Safety,Regular schedule
102,2025-07-27,JOB286,0487,DT,6,WO320,Logistics,Day shift
203,2025-06-03,JOB568,0444,REG,12,WO298,Safety,Emergency call
474,2025-08-08,JOB353,0495,DT,10,WO987,FieldOps,Weekend work
482,2025-08-07,JOB310,0488,OT,12,WO620,Logistics,Regular schedule
468,2025-07-28,JOB133,0480,REG,10,WO938,FieldOps,Regular schedule
888,2025-06-11,JOB281,0412,DT,8,WO255,FieldOps,Weekend work
606,2025-07-17,JOB600,0448,OT,12,WO164,Logistics,Night shift
320,2025-07-12,JOB495,0413,REG,8,WO487,Safety,Overtime
160,2025-06-20,JOB323,0407,DT,8,WO488,Maintenance,Overtime
410,2025-07-13,JOB439,0484,REG,10,WO305,Logistics,Night shift
377,2025-08-05,JOB926,0441,DT,6,WO585,Logistics,Regular schedule
630,2025-08-01,JOB604,0468,OT,10,WO892,FieldOps,Emergency call
570,2025-08-02,JOB736,0475,OT,4,WO809,Maintenance,Regular schedule
230,2025-06-11,JOB480,0442,REG,8,WO691,FieldOps,Regular schedule
803,2025-06-09,JOB197,0480,REG,12,WO824,Safety,Weekend work
812,2025-08-20,JOB342,0488,OT,4,WO596,FieldOps,Overtime
466,2025-08-08,JOB935,0480,DT,4,WO510,Maintenance,Emergency call
153,2025-07-07,JOB909,0413,REG,10,WO579,Maintenance,Regular schedule
386,2025-08-18,JOB350,0446,DT,8,WO408,Maintenance,Weekend work
127,2025-06-23,JOB146,0402,REG,6,WO326,Logistics,Emergency call
116,2025-08-16,JOB854,0459,DT,10,WO274,Logistics,Regular schedule
398,2025-06-22,JOB709,0489,DT,10,WO279,Logistics,Emergency call
891,2025-07-22,JOB183,0430,DT,6,WO454,Safety,Overtime
262,2025-06-07,JOB431,0457,OT,4,WO540,Logistics,Emergency call
971,2025-08-10,JOB344,0464,DT,12,WO495,Safety,Night shift
543,2025-08-14,JOB281,0448,OT,4,WO179,Safety,Emergency call
858,2025-06-11,JOB976,0495,REG,8,WO851,Logistics,Night shift
274,2025-06-27,JOB629,0410,OT,4,WO584,FieldOps,Weekend work
506,2025-07-23,JOB879,0441,DT,8,WO905,Maintenance,Emergency call
657,2025-06-30,JOB926,0461,DT,6,WO638,Safety,Day shift
269,2025-06-16,JOB342,0425,DT,6,WO843,Safety,Overtime
307,2025-07-06,JOB784,0459,REG,6,WO714,Logistics,Overtime
745,2025-07-15,JOB936,0442,OT,8,WO707,Safety,Night shift
228,2025-08-16,JOB846,0428,REG,12,WO880,Safety,Emergency call
332,2025-07-05,JOB560,0457,OT,4,WO139,FieldOps,Regular schedule
747,2025-08-01,JOB385,0425,REG,4,WO431,FieldOps,Regular schedule
924,2025-07-03,JOB185,0454,OT,12,WO834,FieldOps,Weekend work
951,2025-07-09,JOB373,0418,REG,10,WO165,FieldOps,Weekend work
592,2025-07-24,JOB304,0481,REG,4,WO705,FieldOps,Emergency call
960,2025-05-28,JOB787,0471,DT,12,WO428,Safety,Regular schedule
369,2025-07-11,JOB701,0456,DT,8,WO575,FieldOps,Weekend work
525,2025-08-15,JOB320,0459,OT,4,WO212,Maintenance,Overtime
109,2025-08-04,JOB383,0488,DT,4,WO443,Logistics,Day shift
969,2025-08-11,JOB528,0465,DT,4,WO181,Safety,Emergency call
242,2025-08-06,JOB908,0473,REG,4,WO199,Logistics,Day shift
134,2025-07-19,JOB991,0432,REG,6,WO768,FieldOps,Weekend work
603,2025-07-02,JOB674,0482,REG,4,WO225,Safety,Overtime
392,2025-08-05,JOB934,0427,DT,4,WO928,FieldOps,Night shift
814,2025-07-23,JOB346,0436,REG,6,WO125,Safety,Night shift
868,2025-07-27,JOB294,0418,REG,8,WO444,FieldOps,Day shift
973,2025-07-14,JOB242,0480,OT,12,WO255,Logistics,Overtime
517,2025-08-07,JOB183,0441,REG,10,WO556,Logistics,Day shift
509,2025-07-05,JOB762,0461,DT,6,WO471,Logistics,Overtime
487,2025-05-27,JOB831,0400,OT,12,WO979,Logistics,Emergency call
965,2025-07-26,JOB308,0497,REG,6,WO438,Safety,Night shift
302,2025-08-01,JOB793,0484,DT,4,WO602,FieldOps,Emergency call
856,2025-08-11,JOB256,0416,OT,8,WO928,Logistics,Overtime
537,2025-06-03,JOB730,0466,REG,4,WO440,Maintenance,Regular schedule
828,2025-08-05,JOB637,0415,OT,4,WO168,FieldOps,Overtime
838,2025-06-24,JOB797,0453,OT,8,WO308,FieldOps,Night shift
588,2025-06-05,JOB853,0408,DT,6,WO311,FieldOps,Day shift
574,2025-07-10,JOB475,0431,REG,6,WO796,Safety,Night shift
665,2025-07-16,JOB704,0428,DT,12,WO498,Safety,Night shift
840,2025-06-21,JOB825,0481,DT,6,WO738,Safety,Regular schedule
817,2025-07-25,JOB661,0409,DT,12,WO645,Safety,Night shift
364,2025-07-24,JOB683,0454,OT,8,WO841,Safety,Regular schedule
634,2025-06-27,JOB291,0494,DT,8,WO413,Maintenance,Overtime
644,2025-06-14,JOB427,0467,DT,4,WO919,Maintenance,Regular schedule
383,2025-07-25,JOB270,0467,OT,6,WO720,Maintenance,Regular schedule
875,2025-07-17,JOB473,0428,REG,6,WO384,FieldOps,Emergency call
277,2025-07-05,JOB947,0408,REG,4,WO586,Logistics,Night shift
210,2025-07-19,JOB992,0472,REG,8,WO236,FieldOps,Regular schedule
470,2025-06-05,JOB899,0417,REG,8,WO336,Safety,Overtime
987,2025-07-11,JOB672,0450,REG,4,WO302,Maintenance,Day shift
685,2025-07-09,JOB315,0440,DT,6,WO430,Maintenance,Day shift
819,2025-07-28,JOB678,0441,OT,12,WO663,Maintenance,Weekend work
352,2025-07-25,JOB840,0478,DT,8,WO385,Logistics,Day shift
659,2025-08-07,JOB287,0478,OT,12,WO924,Safety,Regular schedule
983,2025-06-05,JOB522,0459,OT,8,WO354,FieldOps,Weekend work
648,2025-06-13,JOB349,0445,REG,8,WO443,FieldOps,Night shift
653,2025-06-02,JOB341,0416,DT,8,WO608,Logistics,Regular schedule
381,2025-06-11,JOB219,0476,OT,10,WO852,Logistics,Overtime
822,2025-08-16,JOB837,0443,REG,4,WO574,FieldOps,Day shift
609,2025-08-20,JOB509,0478,REG,8,WO694,FieldOps,Regular schedule
227,2025-06-16,JOB239,0460,OT,12,WO837,Maintenance,Emergency call
160,2025-06-01,JOB544,0443,OT,10,WO694,FieldOps,Weekend work
626,2025-06-19,JOB249,0432,OT,10,WO691,Safety,Night shift
445,2025-06-12,JOB761,0439,OT,12,WO509,Logistics,Night shift
932,2025-06-02,JOB640,0455,OT,6,WO936,Logistics,Day shift
629,2025-07-06,JOB344,0468,OT,6,WO154,Maintenance,Emergency call
198,2025-06-19,JOB199,0440,REG,4,WO711,FieldOps,Day shift
470,2025-08-19,JOB729,0433,OT,10,WO923,FieldOps,Night shift
739,2025-07-29,JOB243,0451,DT,10,WO435,FieldOps,Overtime
920,2025-07-13,JOB396,0499,OT,12,WO652,FieldOps,Overtime
485,2025-06-02,JOB916,0431,DT,8,WO111,Safety,Weekend work
489,2025-05-31,JOB318,0490,OT,4,WO746,Safety,Overtime
249,2025-05-30,JOB166,0444,OT,12,WO686,FieldOps,Day shift
403,2025-06-29,JOB253,0405,DT,10,WO846,Maintenance,Day shift
226,2025-07-05,JOB286,0438,REG,8,WO100,FieldOps,Day shift
772,2025-08-16,JOB817,0457,DT,8,WO491,Logistics,Weekend work
515,2025-06-03,JOB110,0461,DT,4,WO464,Maintenance,Day shift
106,2025-06-15,JOB700,0462,REG,8,WO869,Safety,Overtime
223,2025-06-18,JOB280,0421,OT,4,WO612,Safety,Weekend work
948,2025-06-28,JOB920,0449,DT,6,WO438,Logistics,Night shift
804,2025-05-29,JOB616,0400,DT,12,WO919,Maintenance,Night shift
679,2025-07-07,JOB623,0485,OT,10,WO350,FieldOps,Regular schedule
580,2025-08-19,JOB227,0441,REG,12,WO389,Safety,Day shift
431,2025-07-06,JOB234,0415,OT,10,WO930,Safety,Overtime
274,2025-08-16,JOB461,0405,REG,4,WO237,FieldOps,Night shift
945,2025-05-27,JOB781,0474,OT,4,WO880,FieldOps,Overtime
777,2025-06-11,JOB988,0429,DT,4,WO212,Safety,Day shift
707,2025-08-19,JOB244,0484,REG,12,WO862,Logistics,Emergency call
948,2025-07-17,JOB340,0423,OT,4,WO637,FieldOps,Overtime
289,2025-06-22,JOB262,0437,OT,12,WO923,Safety,Overtime
880,2025-07-06,JOB801,0448,DT,10,WO702,Maintenance,Emergency call
806,2025-07-12,JOB306,0404,OT,4,WO539,Safety,Regular schedule
760,2025-08-09,JOB981,0496,DT,6,WO723,Safety,Emergency call
115,2025-08-07,JOB750,0448,DT,4,WO619,Maintenance,Weekend work
201,2025-08-13,JOB392,0430,REG,4,WO547,Safety,Regular schedule
745,2025-07-04,JOB316,0437,REG,10,WO874,Logistics,Night shift
799,2025-07-06,JOB490,0479,REG,6,WO257,Maintenance,Overtime
295,2025-05-26,JOB320,0429,OT,12,WO630,FieldOps,Night shift
840,2025-08-17,JOB216,0484,DT,12,WO850,Logistics,Day shift
879,2025-07-27,JOB311,0427,OT,4,WO438,Safety,Emergency call
975,2025-07-27,JOB447,0404,OT,10,WO411,Safety,Overtime
936,2025-07-31,JOB454,0402,DT,12,WO625,FieldOps,Emergency call
976,2025-07-08,JOB582,0443,DT,6,WO573,Safety,Night shift
960,2025-07-06,JOB309,0489,DT,6,WO136,FieldOps,Emergency call
937,2025-06-22,JOB133,0489,REG,4,WO622,FieldOps,Regular schedule
914,2025-07-12,JOB541,0457,REG,6,WO254,Safety,Overtime
374,2025-06-01,JOB701,0464,REG,10,WO203,Safety,Overtime
587,2025-07-23,JOB362,0433,OT,10,WO671,Logistics,Regular schedule
374,2025-06-20,JOB355,0475,REG,12,WO876,Maintenance,Night shift
960,2025-08-18,JOB870,0496,REG,12,WO447,FieldOps,Overtime
377,2025-08-07,JOB807,0409,REG,10,WO827,Maintenance,Regular schedule
500,2025-06-04,JOB361,0487,OT,8,WO983,FieldOps,Day shift
566,2025-07-11,JOB462,0496,DT,6,WO479,Safety,Regular schedule
443,2025-06-05,JOB441,0493,OT,8,WO426,Maintenance,Day shift
935,2025-07-18,JOB717,0488,DT,12,WO536,Safety,Weekend work
446,2025-08-17,JOB112,0461,REG,12,WO672,Safety,Overtime
354,2025-06-16,JOB813,0448,REG,4,WO545,FieldOps,Overtime
903,2025-08-06,JOB990,0412,OT,10,WO386,Logistics,Night shift
684,2025-08-13,JOB978,0461,DT,6,WO521,FieldOps,Day shift
296,2025-08-08,JOB929,0416,REG,8,WO900,FieldOps,Day shift
496,2025-08-08,JOB503,0485,REG,6,WO562,Safety,Emergency call
504,2025-06-16,JOB923,0429,OT,10,WO849,Logistics,Day shift
973,2025-08-16,JOB226,0423,DT,4,WO601,FieldOps,Day shift
367,2025-06-30,JOB400,0456,OT,6,WO197,Safety,Overtime
237,2025-06-20,JOB371,0451,DT,12,WO358,FieldOps,Night shift
956,2025-06-09,JOB397,0400,OT,10,WO925,Maintenance,Night shift
791,2025-07-11,JOB638,0417,DT,10,WO138,FieldOps,Emergency call
772,2025-07-02,JOB864,0461,REG,6,WO570,Maintenance,Regular schedule
577,2025-07-22,JOB728,0413,DT,4,WO932,Maintenance,Overtime
589,2025-05-28,JOB721,0400,OT,8,WO172,Maintenance,Overtime
515,2025-06-08,JOB554,0478,DT,4,WO544,Logistics,Overtime
106,2025-06-04,JOB784,0442,REG,6,WO590,Logistics,Day shift
219,2025-07-19,JOB111,0417,REG,12,WO779,Safety,Day shift
251,2025-05-24,JOB286,0460,OT,12,WO948,Maintenance,Overtime
938,2025-08-01,JOB231,0406,OT,4,WO160,Maintenance,Overtime
527,2025-07-04,JOB991,0433,REG,6,WO398,FieldOps,Overtime
558,2025-06-07,JOB691,0414,REG,10,WO330,Maintenance,Emergency call
711,2025-06-05,JOB631,0489,REG,6,WO637,Logistics,Overtime
631,2025-08-10,JOB822,0473,DT,6,WO318,Maintenance,Emergency call
550,2025-08-15,JOB216,0498,REG,12,WO714,Logistics,Night shift
193,2025-06-30,JOB642,0463,REG,12,WO464,Logistics,Regular schedule
387,2025-07-07,JOB689,0444,OT,10,WO145,FieldOps,Overtime
312,2025-08-12,JOB491,0438,REG,12,WO168,FieldOps,Overtime
890,2025-06-22,JOB484,0426,DT,8,WO720,Maintenance,Regular schedule
513,2025-07-26,JOB627,0465,REG,10,WO456,Maintenance,Emergency call
956,2025-08-09,JOB369,0480,OT,8,WO900,Maintenance,Night shift
854,2025-07-17,JOB184,0407,DT,6,WO901,Maintenance,Night shift
663,2025-06-06,JOB508,0488,OT,12,WO457,Logistics,Day shift
866,2025-07-06,JOB849,0459,REG,10,WO300,Logistics,Emergency call
467,2025-07-03,JOB339,0465,OT,10,WO941,Logistics,Day shift
767,2025-07-28,JOB963,0408,REG,6,WO871,FieldOps,Regular schedule
257,2025-07-19,JOB373,0476,REG,12,WO416,Safety,Regular schedule
378,2025-08-13,JOB350,0442,OT,12,WO221,Logistics,Emergency call
581,2025-06-26,JOB181,0462,OT,6,WO508,FieldOps,Overtime
822,2025-06-02,JOB809,0417,OT,8,WO780,Safety,Regular schedule
704,2025-06-04,JOB272,0492,OT,4,WO424,Safety,Day shift
899,2025-07-18,JOB340,0426,REG,10,WO859,Logistics,Weekend work
138,2025-07-05,JOB180,0403,DT,4,WO218,Maintenance,Day shift
841,2025-07-07,JOB682,0422,OT,4,WO419,Maintenance,Night shift
262,2025-07-26,JOB948,0428,DT,8,WO293,FieldOps,Regular schedule
954,2025-07-26,JOB890,0400,REG,6,WO351,Logistics,Emergency call
844,2025-06-09,JOB503,0482,REG,10,WO281,FieldOps,Night shift
797,2025-07-15,JOB388,0411,OT,10,WO746,Maintenance,Overtime
522,2025-06-30,JOB152,0435,DT,4,WO409,Logistics,Day shift
210,2025-06-25,JOB198,0448,REG,6,WO937,Logistics,Overtime
457,2025-05-23,JOB709,0411,OT,8,WO228,Maintenance,Emergency call
560,2025-05-25,JOB164,0467,REG,6,WO711,Safety,Weekend work
266,2025-06-02,JOB707,0409,DT,8,WO410,Safety,Overtime
435,2025-06-07,JOB409,0431,OT,12,WO884,Maintenance,Day shift
422,2025-07-14,JOB301,0471,REG,10,WO732,Logistics,Emergency call
117,2025-07-20,JOB687,0483,REG,12,WO238,Maintenance,Night shift
932,2025-06-07,JOB446,0461,REG,10,WO886,Maintenance,Regular schedule
863,2025-07-26,JOB180,0447,REG,10,WO604,Logistics,Day shift
311,2025-07-14,JOB434,0403,DT,8,WO197,Safety,Night shift
888,2025-05-27,JOB888,0443,REG,12,WO499,Maintenance,Overtime
995,2025-06-15,JOB784,0423,REG,6,WO897,FieldOps,Weekend work
453,2025-08-15,JOB605,0499,DT,6,WO842,Safety,Overtime
168,2025-07-04,JOB971,0436,REG,10,WO274,Safety,Weekend work
760,2025-08-20,JOB595,0499,OT,6,WO681,Maintenance,Weekend work
486,2025-06-02,JOB771,0488,REG,6,WO986,FieldOps,Overtime
479,2025-06-24,JOB690,0434,OT,10,WO848,Safety,Emergency call
375,2025-08-01,JOB601,0418,DT,10,WO194,FieldOps,Day shift
979,2025-08-03,JOB983,0489,REG,8,WO813,Maintenance,Night shift
282,2025-05-27,JOB667,0480,DT,8,WO114,FieldOps,Day shift
282,2025-07-02,JOB433,0400,REG,8,WO154,Logistics,Weekend work
110,2025-07-14,JOB724,0419,DT,10,WO404,Logistics,Weekend work
185,2025-06-02,JOB317,0475,OT,4,WO507,Maintenance,Emergency call
161,2025-07-29,JOB556,0492,DT,4,WO476,FieldOps,Day shift
371,2025-06-18,JOB783,0401,OT,10,WO182,Safety,Day shift
200,2025-06-13,JOB931,0418,REG,6,WO722,Logistics,Night shift
132,2025-06-24,JOB925,0406,REG,8,WO615,Safety,Night shift
909,2025-08-11,JOB280,0451,DT,10,WO264,Safety,Overtime
213,2025-07-07,JOB333,0430,OT,4,WO248,Safety,Overtime
741,2025-07-18,JOB356,0490,REG,12,WO635,Safety,Day shift
360,2025-07-20,JOB939,0455,REG,8,WO357,Maintenance,Weekend work
785,2025-07-31,JOB469,0410,OT,6,WO448,Safety,Regular schedule
454,2025-05-31,JOB902,0411,OT,10,WO758,Maintenance,Day shift
366,2025-06-16,JOB892,0410,OT,6,WO866,Safety,Regular schedule
997,2025-07-27,JOB703,0431,DT,10,WO508,Safety,Overtime
723,2025-06-18,JOB677,0479,DT,6,WO834,Logistics,Weekend work
299,2025-06-25,JOB554,0439,REG,4,WO784,Maintenance,Weekend work
507,2025-08-04,JOB488,0474,OT,6,WO584,Safety,Night shift
443,2025-07-11,JOB943,0498,OT,6,WO993,FieldOps,Weekend work
532,2025-07-26,JOB766,0458,DT,4,WO412,Logistics,Night shift
881,2025-07-05,JOB622,0442,REG,12,WO866,Safety,Night shift
670,2025-07-02,JOB190,0440,OT,10,WO413,Logistics,Regular schedule
843,2025-07-28,JOB534,0403,DT,6,WO233,Logistics,Emergency call
329,2025-06-28,JOB591,0417,REG,8,WO352,FieldOps,Day shift
259,2025-07-24,JOB119,0474,DT,10,WO555,Logistics,Regular schedule
375,2025-07-05,JOB640,0449,REG,8,WO370,Logistics,Day shift
267,2025-08-09,JOB810,0460,OT,4,WO954,Safety,Emergency call
124,2025-08-05,JOB414,0465,REG,6,WO342,Maintenance,Emergency call
681,2025-07-27,JOB997,0440,OT,6,WO553,FieldOps,Emergency call
468,2025-07-15,JOB505,0450,DT,12,WO853,FieldOps,Weekend work
986,2025-07-09,JOB332,0494,DT,4,WO359,Logistics,Night shift
145,2025-07-29,JOB251,0432,REG,8,WO628,Maintenance,Regular schedule
676,2025-07-08,JOB933,0451,DT,4,WO847,Logistics,Emergency call
580,2025-06-03,JOB281,0442,DT,6,WO408,FieldOps,Night shift
306,2025-07-10,JOB522,0449,REG,6,WO775,FieldOps,Day shift
680,2025-06-20,JOB834,0416,OT,8,WO317,Logistics,Day shift
152,2025-07-27,JOB151,0454,OT,10,WO674,Logistics,Regular schedule
242,2025-06-23,JOB283,0419,DT,12,WO644,Logistics,Weekend work
710,2025-07-08,JOB208,0414,OT,6,WO552,FieldOps,Day shift
112,2025-06-15,JOB735,0431,OT,10,WO843,Logistics,Regular schedule
161,2025-08-07,JOB612,0449,REG,8,WO807,FieldOps,Day shift
354,2025-05-29,JOB337,0428,REG,12,WO840,Maintenance,Overtime
403,2025-07-24,JOB275,0401,OT,8,WO378,Maintenance,Regular schedule
521,2025-07-11,JOB194,0411,DT,10,WO635,Logistics,Night shift
887,2025-05-25,JOB206,0456,OT,12,WO157,Maintenance,Day shift
700,2025-06-12,JOB258,0424,OT,6,WO341,Logistics,Day shift
641,2025-07-13,JOB122,0480,OT,12,WO816,FieldOps,Emergency call
212,2025-08-05,JOB701,0425,OT,4,WO554,Maintenance,Emergency call
355,2025-07-08,JOB814,0459,DT,10,WO121,Maintenance,Night shift
849,2025-08-08,JOB123,0490,OT,12,WO830,FieldOps,Emergency call
381,2025-07-27,JOB454,0410,REG,8,WO246,Logistics,Night shift
550,2025-08-20,JOB525,0405,DT,6,WO291,Maintenance,Overtime
510,2025-07-20,JOB534,0484,OT,4,WO894,Safety,Day shift
209,2025-08-14,JOB307,0486,OT,8,WO827,FieldOps,Day shift
900,2025-07-11,JOB251,0460,OT,8,WO383,Logistics,Day shift
826,2025-06-24,JOB269,0415,REG,12,WO313,Logistics,Night shift
512,2025-05-26,JOB236,0443,OT,10,WO804,Maintenance,Night shift
833,2025-07-16,JOB592,0436,OT,6,WO128,FieldOps,Emergency call
801,2025-07-13,JOB643,0404,OT,6,WO340,Logistics,Overtime
571,2025-07-27,JOB849,0452,DT,6,WO136,FieldOps,Night shift
292,2025-07-24,JOB104,0478,OT,10,WO203,FieldOps,Overtime
790,2025-06-05,JOB747,0431,DT,12,WO539,Maintenance,Emergency call
814,2025-08-16,JOB856,0417,REG,8,WO217,Logistics,Regular schedule
886,2025-08-12,JOB535,0479,OT,4,WO365,FieldOps,Weekend work
491,2025-07-07,JOB641,0435,REG,8,WO589,Maintenance,Emergency call
858,2025-07-07,JOB306,0468,DT,8,WO610,Logistics,Emergency call
449,2025-07-01,JOB872,0405,REG,12,WO537,Safety,Regular schedule
550,2025-08-01,JOB736,0475,DT,6,WO742,Logistics,Night shift
396,2025-07-11,JOB626,0450,OT,10,WO501,Logistics,Regular schedule
899,2025-07-21,JOB605,0420,REG,4,WO690,FieldOps,Emergency call
522,2025-06-17,JOB324,0430,DT,12,WO298,Logistics,Weekend work
266,2025-07-26,JOB995,0462,REG,12,WO421,Logistics,Overtime
815,2025-07-04,JOB589,0413,REG,10,WO466,FieldOps,Emergency call
423,2025-08-09,JOB684,0492,REG,12,WO829,Safety,Regular schedule
628,2025-07-16,JOB275,0410,OT,8,WO323,FieldOps,Emergency call
138,2025-06-15,JOB123,0413,REG,6,WO743,FieldOps,Regular schedule
236,2025-06-06,JOB627,0460,REG,10,WO409,FieldOps,Weekend work
199,2025-05-23,JOB868,0419,REG,6,WO254,Logistics,Night shift
674,2025-08-17,JOB531,0410,OT,6,WO242,Safety,Day shift
389,2025-06-18,JOB738,0436,DT,12,WO284,FieldOps,Overtime
513,2025-08-04,JOB960,0445,DT,10,WO190,FieldOps,Emergency call
611,2025-06-11,JOB633,0481,REG,10,WO422,Maintenance,Regular schedule
675,2025-07-26,JOB809,0430,REG,10,WO616,Safety,Overtime
881,2025-07-03,JOB398,0475,REG,12,WO438,FieldOps,Emergency call
394,2025-07-02,JOB831,0454,REG,6,WO427,Logistics,Day shift
973,2025-08-03,JOB454,0425,DT,12,WO827,Safety,Regular schedule
406,2025-06-01,JOB984,0413,OT,10,WO989,Safety,Overtime
812,2025-07-27,JOB785,0411,REG,6,WO987,Logistics,Overtime
552,2025-06-25,JOB884,0454,DT,8,WO751,Maintenance,Night shift
254,2025-07-30,JOB391,0429,OT,10,WO833,Safety,Overtime
509,2025-06-13,JOB746,0476,REG,8,WO788,FieldOps,Regular schedule
936,2025-08-11,JOB920,0426,REG,10,WO625,Safety,Weekend work
310,2025-08-14,JOB821,0454,REG,8,WO378,Logistics,Weekend work
860,2025-06-05,JOB810,0480,REG,6,WO376,Logistics,Weekend work
818,2025-07-31,JOB268,0437,OT,10,WO650,FieldOps,Night shift
232,2025-07-13,JOB118,0456,REG,6,WO464,FieldOps,Weekend work
426,2025-07-19,JOB260,0418,OT,4,WO745,Logistics,Day shift
715,2025-05-27,JOB506,0465,DT,8,WO472,Safety,Overtime
981,2025-06-15,JOB927,0465,REG,12,WO499,Maintenance,Weekend work
559,2025-06-27,JOB811,0464,REG,12,WO822,FieldOps,Day shift
127,2025-07-02,JOB782,0429,OT,12,WO950,Logistics,Emergency call
318,2025-07-14,JOB891,0403,OT,8,WO580,Maintenance,Day shift
532,2025-06-17,JOB882,0435,DT,12,WO522,Logistics,Day shift
959,2025-06-02,JOB297,0457,DT,8,WO179,Safety,Overtime
950,2025-06-02,JOB147,0454,DT,10,WO199,Safety,Emergency call
614,2025-08-18,JOB643,0412,OT,10,WO942,Logistics,Emergency call
771,2025-07-02,JOB702,0400,DT,12,WO508,Safety,Overtime
872,2025-08-10,JOB733,0486,OT,4,WO869,FieldOps,Night shift
476,2025-07-21,JOB785,0420,OT,10,WO153,FieldOps,Weekend work
518,2025-05-25,JOB846,0410,OT,10,WO956,Safety,Emergency call
808,2025-06-02,JOB205,0466,DT,4,WO508,FieldOps,Regular schedule
616,2025-07-02,JOB905,0498,REG,8,WO664,Logistics,Day shift
967,2025-06-10,JOB391,0479,OT,4,WO574,Maintenance,Emergency call
293,2025-07-24,JOB785,0403,DT,12,WO970,Logistics,Weekend work
239,2025-07-02,JOB235,0492,REG,12,WO338,FieldOps,Night shift
484,2025-06-17,JOB291,0428,OT,8,WO237,Maintenance,Overtime
684,2025-06-24,JOB687,0407,OT,10,WO587,FieldOps,Emergency call
500,2025-07-15,JOB647,0485,REG,8,WO663,FieldOps,Weekend work
759,2025-07-03,JOB596,0429,REG,12,WO212,Logistics,Emergency call
729,2025-06-05,JOB683,0451,REG,10,WO753,Safety,Emergency call
756,2025-07-10,JOB802,0474,DT,8,WO925,FieldOps,Overtime
434,2025-07-18,JOB733,0467,DT,10,WO614,Logistics,Night shift
625,2025-05-30,JOB472,0486,DT,12,WO556,Safety,Emergency call
117,2025-08-03,JOB640,0490,OT,10,WO162,FieldOps,Regular schedule
